cod_cli,rag_soc,cod_prov
580999,CLIENTE 580999,TS
581000,CLIENTE 581000,TS
581001,CLIENTE 581001,TS
581002,CLIENTE 581002,TS
581003,CLIENTE 581003,TS
581004,CLIENTE 581004,TS
581005,CLIENTE 581005,TS
581006,CLIENTE 581006,TS
581007,CLIENTE 581007,TS
581008,CLIENTE 581008,TS
581010,CLIENTE 581010,TS
581012,CLIENTE 581012,TS
581013,CLIENTE 581013,TS
581616,CLIENTE 581616,TS
587006,CLIENTE 587006,GO
588000,CLIENTE 588000,TS
588001,CLIENTE 588001,TS
588072,CLIENTE 588072,TS
589266,CLIENTE 589266,TS
589632,CLIENTE 589632,TS
589999,CLIENTE 589999,TS
700010,CLIENTE 700010,UD
700013,CLIENTE 700013,GO
700016,CLIENTE 700016,GO
700019,CLIENTE 700019,UD
700020,CLIENTE 700020,GO
700021,CLIENTE 700021,UD
700022,CLIENTE 700022,UD
700024,CLIENTE 700024,GO
700025,CLIENTE 700025,GO
700026,CLIENTE 700026,GO
700029,CLIENTE 700029,UD
700036,CLIENTE 700036,GO
700038,CLIENTE 700038,UD
700041,CLIENTE 700041,UD
700042,CLIENTE 700042,UD
700046,CLIENTE 700046,UD
700047,CLIENTE 700047,GO
700049,CLIENTE 700049,GO
700053,CLIENTE 700053,GO
700054,CLIENTE 700054,UD
700055,CLIENTE 700055,UD
700056,CLIENTE 700056,GO
700057,CLIENTE 700057,UD
700061,CLIENTE 700061,UD
700062,CLIENTE 700062,GO
700063,CLIENTE 700063,GO
700064,CLIENTE 700064,UD
700065,CLIENTE 700065,UD
700070,CLIENTE 700070,GO
700078,CLIENTE 700078,GO
700079,CLIENTE 700079,GO
700088,CLIENTE 700088,GO
700090,CLIENTE 700090,GO
700092,CLIENTE 700092,UD
700093,CLIENTE 700093,GO
700094,CLIENTE 700094,GO
700099,CLIENTE 700099,GO
700100,CLIENTE 700100,UD
700101,CLIENTE 700101,UD
700103,CLIENTE 700103,GO
700104,CLIENTE 700104,TS
700105,CLIENTE 700105,UD
700109,CLIENTE 700109,GO
700110,CLIENTE 700110,GO
700112,CLIENTE 700112,UD
700113,CLIENTE 700113,UD
700114,CLIENTE 700114,GO
700116,CLIENTE 700116,GO
700118,CLIENTE 700118,GO
700119,CLIENTE 700119,GO
700120,CLIENTE 700120,GO
700121,CLIENTE 700121,TS
700125,CLIENTE 700125,GO
700126,CLIENTE 700126,GO
700130,CLIENTE 700130,GO
700132,CLIENTE 700132,GO
700133,CLIENTE 700133,GO
700185,CLIENTE 700185,UD
700186,CLIENTE 700186,GO
700187,CLIENTE 700187,TS
700188,CLIENTE 700188,UD
700192,CLIENTE 700192,GO
700193,CLIENTE 700193,GO
700194,CLIENTE 700194,UD
700196,CLIENTE 700196,UD
700197,CLIENTE 700197,GO
700199,CLIENTE 700199,GO
700200,CLIENTE 700200,GO
700210,CLIENTE 700210,UD
700211,CLIENTE 700211,TS
700213,CLIENTE 700213,GO
700215,CLIENTE 700215,GO
700220,CLIENTE 700220,GO
700221,CLIENTE 700221,UD
700224,CLIENTE 700224,UD
700225,CLIENTE 700225,GO
700226,CLIENTE 700226,GO
700228,CLIENTE 700228,GO
700229,CLIENTE 700229,UD
700232,CLIENTE 700232,UD
700233,CLIENTE 700233,UD
700235,CLIENTE 700235,GO
700237,CLIENTE 700237,GO
700239,CLIENTE 700239,GO
700240,CLIENTE 700240,GO
700241,CLIENTE 700241,GO
700243,CLIENTE 700243,GO
700244,CLIENTE 700244,GO
700245,CLIENTE 700245,UD
700246,CLIENTE 700246,GO
700248,CLIENTE 700248,UD
700250,CLIENTE 700250,UD
700251,CLIENTE 700251,GO
700252,CLIENTE 700252,UD
700254,CLIENTE 700254,GO
700256,CLIENTE 700256,GO
700257,CLIENTE 700257,UD
700259,CLIENTE 700259,GO
700260,CLIENTE 700260,GO
700261,CLIENTE 700261,UD
700262,CLIENTE 700262,GO
700263,CLIENTE 700263,UD
700266,CLIENTE 700266,GO
700267,CLIENTE 700267,UD
700268,CLIENTE 700268,UD
700269,CLIENTE 700269,GO
700270,CLIENTE 700270,UD
700272,CLIENTE 700272,GO
700275,CLIENTE 700275,GO
700276,CLIENTE 700276,UD
700278,CLIENTE 700278,UD
700279,CLIENTE 700279,GO
700281,CLIENTE 700281,UD
700282,CLIENTE 700282,GO
700284,CLIENTE 700284,GO
700285,CLIENTE 700285,UD
700286,CLIENTE 700286,UD
700287,CLIENTE 700287,GO
702006,CLIENTE 702006,GO
702008,CLIENTE 702008,GO
703007,CLIENTE 703007,GO
703008,CLIENTE 703008,GO
704003,CLIENTE 704003,UD
704017,CLIENTE 704017,GO
705002,CLIENTE 705002,GO
705010,CLIENTE 705010,GO
705018,CLIENTE 705018,GO
705212,CLIENTE 705212,GO
706003,CLIENTE 706003,GO
706005,CLIENTE 706005,GO
706006,CLIENTE 706006,GO
707001,CLIENTE 707001,GO
707002,CLIENTE 707002,UD
707008,CLIENTE 707008,UD
707015,CLIENTE 707015,GO
707446,CLIENTE 707446,GO
710180,CLIENTE 710180,GO
710181,CLIENTE 710181,GO
710190,CLIENTE 710190,GO
710197,CLIENTE 710197,UD
710235,CLIENTE 710235,GO
710237,CLIENTE 710237,GO
710415,CLIENTE 710415,UD
710476,CLIENTE 710476,UD
710488,CLIENTE 710488,GO
710503,CLIENTE 710503,UD
710504,CLIENTE 710504,GO
710517,CLIENTE 710517,GO
710528,CLIENTE 710528,GO
710582,CLIENTE 710582,MI
710656,CLIENTE 710656,GO
710722,CLIENTE 710722,GO
710743,CLIENTE 710743,UD
710745,CLIENTE 710745,GO
710782,CLIENTE 710782,GO
710802,CLIENTE 710802,GO
710804,CLIENTE 710804,GO
710808,CLIENTE 710808,GO
710815,CLIENTE 710815,GO
710825,CLIENTE 710825,GO
710982,CLIENTE 710982,UD
710990,CLIENTE 710990,GO
710996,CLIENTE 710996,UD
711018,CLIENTE 711018,GO
711025,CLIENTE 711025,GO
711032,CLIENTE 711032,GO
711104,CLIENTE 711104,GO
711156,CLIENTE 711156,GO
711219,CLIENTE 711219,UD
711220,CLIENTE 711220,GO
711227,CLIENTE 711227,GO
711230,CLIENTE 711230,GO
711260,CLIENTE 711260,UD
711291,CLIENTE 711291,UD
711446,CLIENTE 711446,GO
711606,CLIENTE 711606,GO
711643,CLIENTE 711643,UD
711705,CLIENTE 711705,GO
711711,CLIENTE 711711,UD
711729,CLIENTE 711729,GO
711850,CLIENTE 711850,UD
711865,CLIENTE 711865,GO
712107,CLIENTE 712107,UD
712135,CLIENTE 712135,UD
712139,CLIENTE 712139,UD
712155,CLIENTE 712155,UD
712160,CLIENTE 712160,GO
712169,CLIENTE 712169,UD
712170,CLIENTE 712170,GO
712172,CLIENTE 712172,GO
712176,CLIENTE 712176,UD
712182,CLIENTE 712182,GO
712306,CLIENTE 712306,UD
712322,CLIENTE 712322,UD
712329,CLIENTE 712329,UD
712395,CLIENTE 712395,GO
712426,CLIENTE 712426,GO
712464,CLIENTE 712464,GO
712465,CLIENTE 712465,GO
712510,CLIENTE 712510,UD
712658,CLIENTE 712658,GO
712706,CLIENTE 712706,UD
712715,CLIENTE 712715,GO
712719,CLIENTE 712719,UD
712962,CLIENTE 712962,UD
713002,CLIENTE 713002,UD
713100,CLIENTE 713100,UD
713119,CLIENTE 713119,GO
713128,CLIENTE 713128,TS
713160,CLIENTE 713160,UD
713355,CLIENTE 713355,AQ
713356,CLIENTE 713356,TV
713499,CLIENTE 713499,GO
713604,CLIENTE 713604,UD
713612,CLIENTE 713612,UD
713645,CLIENTE 713645,GO
713724,CLIENTE 713724,UD
713954,CLIENTE 713954,GO
714235,CLIENTE 714235,GO
714360,CLIENTE 714360,UD
714522,CLIENTE 714522,UD
714527,CLIENTE 714527,GO
714700,CLIENTE 714700,UD
714716,CLIENTE 714716,UD
714718,CLIENTE 714718,GO
714759,CLIENTE 714759,GO
714761,CLIENTE 714761,GO
714800,CLIENTE 714800,GO
714822,CLIENTE 714822,GO
714882,CLIENTE 714882,GO
715015,CLIENTE 715015,GO
715021,CLIENTE 715021,GO
715030,CLIENTE 715030,GO
715100,CLIENTE 715100,UD
715129,CLIENTE 715129,GO
715152,CLIENTE 715152,UD
715157,CLIENTE 715157,UD
715165,CLIENTE 715165,GO
715169,CLIENTE 715169,GO
715268,CLIENTE 715268,UD
715492,CLIENTE 715492,UD
715704,CLIENTE 715704,GO
715743,CLIENTE 715743,GO
715834,CLIENTE 715834,GO
715884,CLIENTE 715884,GO
716100,CLIENTE 716100,GO
716105,CLIENTE 716105,GO
716160,CLIENTE 716160,GO
716273,CLIENTE 716273,GO
716380,CLIENTE 716380,UD
716405,CLIENTE 716405,GO
716682,CLIENTE 716682,GO
716695,CLIENTE 716695,GO
716836,CLIENTE 716836,GO
717602,CLIENTE 717602,GO
717604,CLIENTE 717604,GO
717610,CLIENTE 717610,GO
717614,CLIENTE 717614,GO
717615,CLIENTE 717615,GO
717617,CLIENTE 717617,GO
717625,CLIENTE 717625,GO
717911,CLIENTE 717911,GO
718192,CLIENTE 718192,GO
718200,CLIENTE 718200,GO
718205,CLIENTE 718205,GO
718405,CLIENTE 718405,UD
718410,CLIENTE 718410,GO
718501,CLIENTE 718501,UD
718532,CLIENTE 718532,UD
719002,CLIENTE 719002,GO
719008,CLIENTE 719008,GO
719013,CLIENTE 719013,GO
720725,CLIENTE 720725,GO
720731,CLIENTE 720731,GO
721003,CLIENTE 721003,UD
721004,CLIENTE 721004,UD
721015,CLIENTE 721015,UD
721041,CLIENTE 721041,UD
721080,CLIENTE 721080,GO
721095,CLIENTE 721095,GO
721146,CLIENTE 721146,GO
721254,CLIENTE 721254,GO
721305,CLIENTE 721305,GO
721307,CLIENTE 721307,GO
721308,CLIENTE 721308,UD
721445,CLIENTE 721445,GO
721456,CLIENTE 721456,GO
721603,CLIENTE 721603,GO
721620,CLIENTE 721620,GO
722013,CLIENTE 722013,GO
722036,CLIENTE 722036,GO
722079,CLIENTE 722079,UD
722116,CLIENTE 722116,GO
722144,CLIENTE 722144,GO
722151,CLIENTE 722151,GO
722163,CLIENTE 722163,UD
722171,CLIENTE 722171,GO
722202,CLIENTE 722202,GO
722230,CLIENTE 722230,GO
722231,CLIENTE 722231,GO
722232,CLIENTE 722232,GO
722236,CLIENTE 722236,GO
722284,CLIENTE 722284,GO
722286,CLIENTE 722286,GO
722302,CLIENTE 722302,GO
722361,CLIENTE 722361,UD
722369,CLIENTE 722369,GO
722401,CLIENTE 722401,GO
722417,CLIENTE 722417,GO
722430,CLIENTE 722430,GO
722521,CLIENTE 722521,GO
722552,CLIENTE 722552,UD
722624,CLIENTE 722624,GO
722642,CLIENTE 722642,GO
722651,CLIENTE 722651,GO
722652,CLIENTE 722652,GO
722663,CLIENTE 722663,GO
723003,CLIENTE 723003,UD
723019,CLIENTE 723019,GO
723321,CLIENTE 723321,UD
723521,CLIENTE 723521,GO
723613,CLIENTE 723613,GO
723633,CLIENTE 723633,GO
724489,CLIENTE 724489,UD
724563,CLIENTE 724563,GO
725136,CLIENTE 725136,UD
725161,CLIENTE 725161,GO
725169,CLIENTE 725169,UD
725174,CLIENTE 725174,UD
725303,CLIENTE 725303,GO
725424,CLIENTE 725424,GO
725612,CLIENTE 725612,UD
725628,CLIENTE 725628,GO
725701,CLIENTE 725701,UD
725720,CLIENTE 725720,GO
725838,CLIENTE 725838,GO
726551,CLIENTE 726551,GO
727303,CLIENTE 727303,UD
727406,CLIENTE 727406,UD
727443,CLIENTE 727443,GO
728002,CLIENTE 728002,GO
728015,CLIENTE 728015,GO
728022,CLIENTE 728022,GO
728023,CLIENTE 728023,GO
728235,CLIENTE 728235,TS
728237,CLIENTE 728237,GO
728247,CLIENTE 728247,GO
728264,CLIENTE 728264,UD
728526,CLIENTE 728526,GO
728617,CLIENTE 728617,GO
728638,CLIENTE 728638,GO
728647,CLIENTE 728647,GO
728819,CLIENTE 728819,GO
728825,CLIENTE 728825,GO
728826,CLIENTE 728826,GO
728855,CLIENTE 728855,UD
729008,CLIENTE 729008,GO
729109,CLIENTE 729109,UD
729121,CLIENTE 729121,GO
729137,CLIENTE 729137,GO
729621,CLIENTE 729621,UD
729628,CLIENTE 729628,GO
729630,CLIENTE 729630,UD
729647,CLIENTE 729647,UD
729672,CLIENTE 729672,GO
729705,CLIENTE 729705,GO
729716,CLIENTE 729716,GO
729742,CLIENTE 729742,GO
729752,CLIENTE 729752,GO
729754,CLIENTE 729754,GO
729756,CLIENTE 729756,UD
730019,CLIENTE 730019,GO
730128,CLIENTE 730128,GO
730504,CLIENTE 730504,GO
731090,CLIENTE 731090,UD
731122,CLIENTE 731122,GO
731281,CLIENTE 731281,GO
731710,CLIENTE 731710,GO
732100,CLIENTE 732100,GO
732465,CLIENTE 732465,GO
735110,CLIENTE 735110,GO
735138,CLIENTE 735138,UD
735139,CLIENTE 735139,UD
735142,CLIENTE 735142,GO
735145,CLIENTE 735145,UD
741123,CLIENTE 741123,GO
741203,CLIENTE 741203,UD
741255,CLIENTE 741255,GO
741521,CLIENTE 741521,GO
741651,CLIENTE 741651,GO
742015,CLIENTE 742015,UD
742102,CLIENTE 742102,GO
742115,CLIENTE 742115,GO
742521,CLIENTE 742521,GO
751421,CLIENTE 751421,GO
758001,CLIENTE 758001,UD
770062,CLIENTE 770062,GO
800017,CLIENTE 800017,TS
800025,CLIENTE 800025,TS
800040,CLIENTE 800040,TS
800041,CLIENTE 800041,TS
800042,CLIENTE 800042,TS
800048,CLIENTE 800048,TS
800052,CLIENTE 800052,TS
800061,CLIENTE 800061,TS
800065,CLIENTE 800065,TS
800066,CLIENTE 800066,TS
800070,CLIENTE 800070,TS
800077,CLIENTE 800077,TS
800078,CLIENTE 800078,TS
800088,CLIENTE 800088,TS
800123,CLIENTE 800123,TS
800159,CLIENTE 800159,TS
800161,CLIENTE 800161,TS
800162,CLIENTE 800162,TS
800163,CLIENTE 800163,TS
800166,CLIENTE 800166,TS
800173,CLIENTE 800173,TS
800174,CLIENTE 800174,TS
800175,CLIENTE 800175,TS
800176,CLIENTE 800176,TS
800180,CLIENTE 800180,TS
800182,CLIENTE 800182,TS
800183,CLIENTE 800183,TS
800188,CLIENTE 800188,TS
800248,CLIENTE 800248,TS
800321,CLIENTE 800321,TS
800412,CLIENTE 800412,TS
800456,CLIENTE 800456,TS
800474,CLIENTE 800474,TS
800524,CLIENTE 800524,TS
800555,CLIENTE 800555,TS
800580,CLIENTE 800580,TS
800631,CLIENTE 800631,TS
800801,CLIENTE 800801,TS
800802,CLIENTE 800802,TS
800804,CLIENTE 800804,TS
800856,CLIENTE 800856,TS
800865,CLIENTE 800865,TS
800901,CLIENTE 800901,TS
800903,CLIENTE 800903,.
800905,CLIENTE 800905,TS
800907,CLIENTE 800907,TS
800908,CLIENTE 800908,TS
800911,CLIENTE 800911,TS
800912,CLIENTE 800912,TS
800918,CLIENTE 800918,TS
800922,CLIENTE 800922,TS
800923,CLIENTE 800923,TS
800926,CLIENTE 800926,TS
800927,CLIENTE 800927,TS
800929,CLIENTE 800929,TS
800931,CLIENTE 800931,TS
800935,CLIENTE 800935,TS
800937,CLIENTE 800937,TS
800939,CLIENTE 800939,TS
800941,CLIENTE 800941,TS
800943,CLIENTE 800943,TS
800945,CLIENTE 800945,TS
800946,CLIENTE 800946,TS
800963,CLIENTE 800963,TS
800964,CLIENTE 800964,TS
800979,CLIENTE 800979,TS
800982,CLIENTE 800982,TS
800989,CLIENTE 800989,TS
801005,CLIENTE 801005,TS
801006,CLIENTE 801006,TS
801010,CLIENTE 801010,TS
801100,CLIENTE 801100,TS
801153,CLIENTE 801153,TS
801222,CLIENTE 801222,TS
801650,CLIENTE 801650,TS
801902,CLIENTE 801902,TS
801903,CLIENTE 801903,TS
801909,CLIENTE 801909,TS
801910,CLIENTE 801910,TS
801911,CLIENTE 801911,TS
801912,CLIENTE 801912,TS
801913,CLIENTE 801913,TS
801919,CLIENTE 801919,TS
801921,CLIENTE 801921,TS
801922,CLIENTE 801922,TS
802421,CLIENTE 802421,TS
803007,CLIENTE 803007,TS
803941,CLIENTE 803941,TS
805006,CLIENTE 805006,TS
805364,CLIENTE 805364,TS
806003,CLIENTE 806003,TS
806005,CLIENTE 806005,TS
806008,CLIENTE 806008,TS
807007,CLIENTE 807007,TS
809003,CLIENTE 809003,TS
809105,CLIENTE 809105,TS
810004,CLIENTE 810004,TS
812010,CLIENTE 812010,TS
815002,CLIENTE 815002,GO
815012,CLIENTE 815012,TS
815661,CLIENTE 815661,TS
816261,CLIENTE 816261,TS
818126,CLIENTE 818126,TS
820254,CLIENTE 820254,TS
822301,CLIENTE 822301,TS
822412,CLIENTE 822412,TS
823016,CLIENTE 823016,TS
824377,CLIENTE 824377,TS
825627,CLIENTE 825627,TS
825637,CLIENTE 825637,TS
825641,CLIENTE 825641,TS
825778,CLIENTE 825778,TS
830062,CLIENTE 830062,TS
830067,CLIENTE 830067,TS
830079,CLIENTE 830079,VE
830085,CLIENTE 830085,TS
830089,CLIENTE 830089,TS
830092,CLIENTE 830092,TS
830093,CLIENTE 830093,TS
831005,CLIENTE 831005,TS
832005,CLIENTE 832005,TS
832814,CLIENTE 832814,TS
832842,CLIENTE 832842,TS
832843,CLIENTE 832843,TS
832863,CLIENTE 832863,TS
832946,CLIENTE 832946,TS
832954,CLIENTE 832954,TS
832968,CLIENTE 832968,TS
832980,CLIENTE 832980,TS
835002,CLIENTE 835002,TS
835628,CLIENTE 835628,TS
835645,CLIENTE 835645,TS
835650,CLIENTE 835650,TS
835658,CLIENTE 835658,TS
835668,CLIENTE 835668,TS
835680,CLIENTE 835680,TS
835692,CLIENTE 835692,TS
835698,CLIENTE 835698,TS
835714,CLIENTE 835714,TS
835719,CLIENTE 835719,TS
836001,CLIENTE 836001,TS
838419,CLIENTE 838419,TS
838421,CLIENTE 838421,TS
838423,CLIENTE 838423,TS
838435,CLIENTE 838435,TS
840010,CLIENTE 840010,TS
841215,CLIENTE 841215,TS
841233,CLIENTE 841233,TS
842002,CLIENTE 842002,TS
842031,CLIENTE 842031,TS
842125,CLIENTE 842125,TS
842152,CLIENTE 842152,TS
844022,CLIENTE 844022,TS
844522,CLIENTE 844522,TS
845123,CLIENTE 845123,TS
845612,CLIENTE 845612,TS
846803,CLIENTE 846803,GO
846848,CLIENTE 846848,TS
847501,CLIENTE 847501,TS
849604,CLIENTE 849604,TS
852004,CLIENTE 852004,TS
855211,CLIENTE 855211,TS
855237,CLIENTE 855237,TS
858039,CLIENTE 858039,TS
858050,CLIENTE 858050,TS
858096,CLIENTE 858096,TS
858117,CLIENTE 858117,TS
860816,CLIENTE 860816,TS
863603,CLIENTE 863603,TS
863614,CLIENTE 863614,TS
866417,CLIENTE 866417,TS
866428,CLIENTE 866428,TS
866447,CLIENTE 866447,TS
866462,CLIENTE 866462,TS
866469,CLIENTE 866469,TS
866470,CLIENTE 866470,TS
866472,CLIENTE 866472,TS
872036,CLIENTE 872036,TS
872052,CLIENTE 872052,TS
874824,CLIENTE 874824,TS
874830,CLIENTE 874830,TS
874860,CLIENTE 874860,TS
874873,CLIENTE 874873,TS
874874,CLIENTE 874874,TS
877656,CLIENTE 877656,TS
877668,CLIENTE 877668,TS
877674,CLIENTE 877674,TS
877675,CLIENTE 877675,TS
877678,CLIENTE 877678,TS
877679,CLIENTE 877679,TS
877683,CLIENTE 877683,TS
880001,CLIENTE 880001,TS
880002,CLIENTE 880002,TS
880026,CLIENTE 880026,TS
880414,CLIENTE 880414,TS
881004,CLIENTE 881004,TS
881009,CLIENTE 881009,TS
881010,CLIENTE 881010,TS
881496,CLIENTE 881496,TS
883229,CLIENTE 883229,TS
883239,CLIENTE 883239,TS
885004,CLIENTE 885004,TS
885005,CLIENTE 885005,TS
885006,CLIENTE 885006,TS
885422,CLIENTE 885422,TS
885441,CLIENTE 885441,TS
886003,CLIENTE 886003,TS
886004,CLIENTE 886004,TS
887410,CLIENTE 887410,TS
894601,CLIENTE 894601,TS
902305,CLIENTE 902305,PN
903918,CLIENTE 903918,PN
903962,CLIENTE 903962,PN
904063,CLIENTE 904063,PN
904578,CLIENTE 904578,PN
904900,CLIENTE 904900,PN
904901,CLIENTE 904901,PN
904906,CLIENTE 904906,PN
904907,CLIENTE 904907,PN
904908,CLIENTE 904908,PN
904912,CLIENTE 904912,PN
904913,CLIENTE 904913,PN
904914,CLIENTE 904914,PN
904915,CLIENTE 904915,PN
904916,CLIENTE 904916,PN
904919,CLIENTE 904919,PN
904920,CLIENTE 904920,PN
904921,CLIENTE 904921,PN
905000,CLIENTE 905000,PN
905001,CLIENTE 905001,PN
905199,CLIENTE 905199,PN
905244,CLIENTE 905244,PN
